University Name,City,State,Zip,URL,Bachelors,Masters,DNP,Post-Grad
Hood College,Frederick,MD,zip,"https://www.hood.edu/academics/programs/nursing-bsn",1,0,0,0
Hope College,Holland,MI,zip,"http://www.hope.edu/academic/nursing/",1,0,0,0
Houston Christian University,Houston,TX,zip,"https://www.hbu.edu/school-of-nursing-and-allied-health/",0,1,0,0
Houston Methodist,Houston,TX,zip,"http://www.methodisthealth.com",0,0,0,0
Howard Payne University,Brownwood,TX,zip,"http://www.hputx.edu/academics/schools/school-of-nursing/",1,0,0,0
Howard University,Washington,DC,zip,"https://cnahs.howard.edu/",1,1,0,1
Humboldt State University,Arcata,CA,zip,"http://www.nursing.humboldt.edu",1,0,0,0
Hunter College of the City University of New York,New York,NY,zip,"http://www.hunter.cuny.edu",1,1,1,1
Huntington University,Huntington,IN,zip,"https://www.huntington.edu/nursing",1,0,0,0
Husson University,Bangor,ME,zip,"http://www.husson.edu",1,1,0,1
Idaho State University,Pocatello,ID,zip,"http://www.isu.edu/departments/nursing/",1,1,1,0
Illinois College,Jacksonville,IL,zip,"https://www.ic.edu/nursing",1,0,0,0
Illinois State University,Normal,IL,zip,"http://nursing.illinoisstate.edu/",1,1,1,1
Illinois Wesleyan University,Bloomington,IL,zip,"https://www.iwu.edu/nursing/",1,0,0,0
Immaculata University,Immaculata,PA,zip,"http://www.immaculata.edu",1,1,0,0
Indiana University Kokomo,Kokomo,IN,zip,"http://www.iuk.indiana.edu/iuk/iuk_nursing.html",1,0,0,0
Indiana University of Pennsylvania,Indiana,PA,zip,"http://www.iup.edu",1,1,0,0
Indiana University South Bend,South Bend,IN,zip,"http://www.iusb.edu/~nursing",1,1,0,0
Indiana University Southeast,New Albany,IN,zip,"http://www.ius.edu/nursing",1,1,0,0
Indiana University-Purdue University Columbus,Columbus,IN,zip,"http://www.iupuc.edu/nursing",1,1,0,0
Indiana University-Purdue University Indianapolis,Indianapolis,IN,zip,"http://nursing.iupui.edu",1,1,1,1
Indiana Wesleyan University,Marion,IN,zip,"http://www.indwes.edu/nursingprograms/",1,1,1,1
Intercollegiate Consortium for a Master of Science in Nursing,Hammand,LA,zip,"https://www.nicholls.edu/nursing/",0,1,0,0
Iona University,New Rochelle,NY,zip,"http://www.iona.edu",1,0,0,0
Jacksonville State University,Jacksonville,AL,zip,"http://www.jsu.edu/nursing/index.html",1,1,1,0
Jacksonville University,Jacksonville,FL,zip,"http://www.ju.edu/",1,1,1,1
James H. Quillen VA Medical Center,Mountain Home,TN,zip,"http://www.mountainhome.va.gov/",0,0,0,0
James Madison University,Harrisonburg,VA,zip,"http://www.nursing.jmu.edu/",1,1,1,0
John Brown University,Siloam Springs,AR,zip,"http://www.jbu.edu/majors/nursing",1,0,0,0
Johns Hopkins University,Baltimore,MD,zip,"https://nursing.jhu.edu/",0,1,1,1
Joyce University of Nursing and Health Sciences,Draper,UT,zip,"http://www.joyce.edu",1,1,0,0
Kansas Wesleyan University,Salina,KS,zip,"http://www.kwu.edu/academics/academic-departments/divisiondepartment-of-nursing",1,0,0,0
Keene State College,Keene,NH,zip,"http://www.keene.edu",1,0,0,0
Keiser University,Ft. Lauderdale,FL,zip,"http://www.keiseruniversity.edu/nursing-BS.php",1,1,1,0
Kennesaw State University,Kennesaw,GA,zip,"http://www.kennesaw.edu",1,1,0,0
Kent State University,Kent,OH,zip,"http://www.kent.edu",1,1,1,1
Kentucky Christian University,Grayson,KY,zip,"http://www.kcu.edu",1,1,0,0
Keuka College,Keuka Park,NY,zip,"http://www.keuka.edu",1,1,0,0
King University,Bristol,TN,zip,"http://www.king.edu",1,1,1,1
King's College,Wilkes-Barre,PA,zip,"https://www.kings.edu/academics/undergraduate_majors/nursing",1,0,0,0
La Salle University,Philadelphia,PA,zip,"http://www.lasalle.edu",1,1,1,1
"Laboure College of Healthcare, Inc.",Milton,MA,zip,"http://www.laboure.edu",1,0,0,0
Lake Superior State University,Sault Sainte Marie,MI,zip,"http://www.lssu.edu/nursing",1,0,0,0
Lakeland University,Plymouth,WI,zip,"https://lakeland.edu/Evening-Weekend-and-Online/rn-to-bsn-completion-program",1,0,0,0
Lakeview College of Nursing,Danville,IL,zip,"http://www.lakeviewcol.edu",1,0,0,0
Lander University,Greenwood,SC,zip,"http://www.lander.edu/nursing/",1,1,0,0
Lawrence Technological University,Southfield,MI,zip,"https://www.ltu.edu/arts_sciences/naturalsciences/bachelor-of-science-nursing.asp",1,0,0,0
LCMC Health,Syracuse,NY,zip,"http://www.lemoyne.edu/nursing",1,1,0,1
Lebanese American University,New York,NY,zip,"http://nursing.lau.edu.lb",1,0,0,0
Lee University,Cleveland,TN,zip,"http://leeuniversity.edu/academics/nursing/",1,0,1,0
Lees-McRae College,Banner Elk,NC,zip,"http://www.lmc.edu/sites/academics/offcampusprograms/nursing.htm",1,0,0,0
Lehman College-The City University of New York,Bronx,NY,zip,"http://www.lehman.cuny.edu/academics/nursing/",1,1,1,1
Lenoir-Rhyne University,Hickory,NC,zip,"http://www.lrc.edu",1,1,1,0
LeTourneau University,Longview,TX,zip,"http://www.letu.edu/academics/catalog/nursing",1,0,0,0
Lewis University,Romeoville,IL,zip,"http://www.lewisu.edu",1,1,1,1
Lewis-Clark State College,Lewiston,ID,zip,"http://www.lcsc.edu/nursing/",1,0,0,0
Liberty University,Lynchburg,VA,zip,"http://www.liberty.edu",1,1,1,1
Limestone University,Gaffney,SC,zip,"https://catalog/limestone.edu",1,0,0,0
"Lincoln University, Pennsylvania",Lincoln University,PA,zip,"https://www.lincoln.edu/",1,0,0,0
Lindsey Wilson College,Columbia,KY,zip,"http://www.lindsey.edu",1,0,0,0
Linfield University,Portland,OR,zip,"http://www.linfield.edu",1,1,0,0
Loma Linda University,Loma Linda,CA,zip,"http://www.llu.edu",1,1,1,0
"Long Island University, Brooklyn Campus",Brooklyn,NY,zip,"http://www.liu.edu",1,1,0,1
"Long Island University, C. W. Post Campus",Brookville,NY,zip,"http://liu.edu/post/nursing",1,1,0,0
Longwood University,Farmville,VA,zip,"http://www.longwood.edu/nursing",1,0,0,0
Louisiana Christian University,Pineville,LA,zip,"http://www.lacollege.edu",1,0,0,0
Louisiana State University Health Sciences Center,New Orleans,LA,zip,"http://nursing.lsuhsc.edu/",1,1,1,0
Lourdes University,Sylvania,OH,zip,"http://www.lourdes.edu",1,1,0,0
Loyola University Chicago,Maywood,IL,zip,"http://www.luc.edu",1,1,1,1
Loyola University New Orleans,New Orleans,LA,zip,"http://www.loyno.edu/nursing/",1,1,1,0
Luther College,Decorah,IA,zip,"http://www.luther.edu/learning/dept/nursing.html",1,0,0,0
Madonna University,Livonia,MI,zip,"http://www.madonna.edu",1,1,1,1
Maine College of Health Professions,Lewiston,ME,zip,"http://www.mchp.edu/rn-to-bsn-program",1,0,0,0
Malcom Randall Veterans Administration Medical Center,Gainesville,FL,zip,"http://www.northflorida.va.gov",0,0,0,0
Malone University,Canton,OH,zip,"http://www.malone.edu",1,1,0,0
Manhattanville College,Purchase,NY,zip,"https://www.mville.edu/academics/school-nursing-and-health-sciences",1,0,0,0
Maranatha Baptist University,Watertown,WI,zip,"http://www.mbu.edu",1,0,0,0
Marian University,Indianapolis,IN,zip,"http://www.marian.edu",1,0,1,0
Marian University of Fond du Lac,Fond du Lac,WI,zip,"http://www.marianuniversity.edu",1,1,0,0
Marquette University,Milwaukee,WI,zip,"https://www.marquette.edu/nursing/",1,1,1,1
Mars Hill University,Mars Hill,NC,zip,"http://www.mhu.edu/nursing",1,0,0,0
Mary Baldwin University,Fishersville,VA,zip,"https://go.marybaldwin.edu/health_sciences/",1,1,0,0
Marymount University,Arlington,VA,zip,"http://www.marymount.edu",1,1,1,0
Maryville University of St. Louis,St. Louis,MO,zip,"http://www.maryville.edu/hp/nursing/",1,1,1,1
Marywood University,Scranton,PA,zip,"http://www.marywood.edu/nursing/index.html",1,0,0,0
Mayville State University,Mayville,ND,zip,"https://mayvillestate.edu/academics/majors-and-minors/nursing/",1,1,0,0
McKendree University,Lebanon,IL,zip,"http://www.mckendree.edu",1,1,1,0
McMurry University,Abilene,TX,zip,"http://www.mcm.edu",0,0,0,0
McNeese State University,Lake Charles,LA,zip,"http://www.mcneese.edu",1,0,0,0
McNeese State University,Lake Charles,LA,zip,"http://www.mcneese.edu",0,0,0,0
MCPHS University,Boston,MA,zip,"http://www.mcphs.edu",1,1,0,1
Medical University of South Carolina,Charleston,SC,zip,"http://www.musc.edu/nursing",1,1,1,0
MedStar Franklin Square Medical Center,Washington,DC,zip,"http://www.medstarwashington.org",0,0,0,0
Mercer University,Atlanta,GA,zip,"http://nursing.mercer.edu/",1,1,1,0
Mercy College,Dobbs Ferry,NY,zip,"http://www.mercy.edu",1,1,0,0
Mercy College of Health Sciences,Des Moines,IA,zip,"http://www.mchs.edu",1,0,0,0
Mercy College of Ohio,Toledo,OH,zip,"http://www.mercycollege.edu",1,1,0,0
Messiah University,Mechanicsburg,PA,zip,"https://www.messiah.edu/info/20205/department_of_nursing",1,1,1,0
Methodist College,Peoria,IL,zip,"http://www.methodistcol.edu",1,1,0,0
Methodist University,Fayetteville,NC,zip,"http://www.methodist.edu/nursing",1,0,0,0
Metropolitan State University,Saint Paul,MN,zip,"https://www.metrostate.edu/academics/nursing-and-health-sciences",1,1,1,0
Metropolitan State University of Denver,Denver,CO,zip,"http://www.msudenver.edu/nursing",1,0,0,0
MGH Institute of Health Professions,Boston,MA,zip,"http://www.mghihp.edu",1,1,1,0
Miami Dade College,Miami,FL,zip,"http://wwww.mdc.edu/medical/nursing/default.asp",1,0,0,0
Miami University,Hamilton,OH,zip,"http://miamioh.edu/regionals/academics/departments/nsg/index.html",1,0,0,0
Miami VA Healthcare System,Miami,FL,zip,"http://www.miami.va.gov/",0,0,0,0
Michigan State University,East Lansing,MI,zip,"http://nursing.msu.edu/",1,1,1,1
MidAmerica Nazarene University,Olathe,KS,zip,"https://www.mnu.edu/undergraduate/majors-minors/nursing-education-department",1,1,0,1
Middle Tennessee State University,Murfreesboro,TN,zip,"http://www.mtsu.edu",1,1,0,1
Midwestern State University,Wichita Falls,TX,zip,"http://www.mwsu.edu",1,1,0,1
Millersville University,Millersville,PA,zip,"http://www.millersville.edu/nursing/",1,1,1,1
Milligan University,Milligan College,TN,zip,"http://www.milligan.edu",1,0,0,0
Millikin University,Decatur,IL,zip,"http://www.millikin.edu",1,1,1,0
Milwaukee School of Engineering,Milwaukee,WI,zip,"http://www.msoe.edu",1,1,0,1
Minnesota State University Mankato,Mankato,MN,zip,"http://ahn.mnsu.edu/nursing/",1,0,1,0
Minnesota State University Moorhead,Moorhead,MN,zip,"http://www.mnstate.edu/nursing/",1,1,0,0
Minot State University,Minot,ND,zip,"http://www.minotstateu.edu/nursing/",1,0,0,0
Misericordia University,Dallas,PA,zip,"http://www.misericordia.edu/nursing",1,1,1,1
Mississippi College,Clinton,MS,zip,"http://www.mc.edu",1,1,0,0
Mississippi University for Women,Columbus,MS,zip,"http://www.muw.edu/nursing",1,1,1,1
Missouri Baptist University,St. Louis,MO,zip,"https://www.mobap.edu/academics/school-of-nursing/",1,0,0,0
Missouri State University,Springfield,MO,zip,"http://www.missouristate.edu/nursing/",1,1,1,0
Missouri Valley College,Marshall,MO,zip,"https://www.moval.edu/academics/academic-divisions/school-of-nursing/nursing/",1,1,0,0
Missouri Western State University,Saint Joseph,MO,zip,"http://www.missouriwestern.edu/nursing",1,1,0,0
Molloy University,Rockville Centre,NY,zip,"http://www.molloy.edu/academics/nursing-division",1,1,1,1
Monmouth University,West Long Branch,NJ,zip,"http://www.monmouth.edu",1,1,1,1
Montana State University,Bozeman,MT,zip,"http://www.montana.edu",1,1,1,0
Montana State University Billings,Billings,MT,zip,"http://www.msubillings.edu",1,0,0,0
Montana Technological University,Butte,MT,zip,"http://www.mtech.edu/academics/clsps/nursing",1,0,0,0
Montclair State University,Montclair,NJ,zip,"http://www.montclair.edu/nursing",1,1,0,0
Moravian University,Bethlehem,PA,zip,"http://www.moravian.edu/nursing",1,1,0,0
Morehead State University,Morehead,KY,zip,"http://www.moreheadstate.edu",1,1,0,0
Morgan Community College,Fort Morgan,CO,zip,"https://www.morgancc.edu/bsn/",1,0,0,0
Morgan State University,Baltimore,MD,zip,"http://www.morgan.edu",1,1,0,0
Morningside University,Sioux City,IA,zip,"http://www.morningside.edu",1,1,1,1
Mount Carmel College of Nursing,Columbus,OH,zip,"http://www.mccn.edu",1,1,1,1
Mount Marty University,Yankton,SD,zip,"http://www.mtmc.edu",1,1,0,1
Mount Mary University,Milwaukee,WI,zip,"http://www.mtmary.edu/majors-programs/undergraduate/bsn/index.html",1,0,0,0
Mount Mercy University,Cedar Rapids,IA,zip,"http://www.mtmercy.edu",1,1,1,0
Mount Saint Mary College,Newburgh,NY,zip,"http://www.msmc.edu",1,1,0,1
"Mount Saint Mary's University, Los Angeles",Los Angeles,CA,zip,"http://www.msmu.edu",1,1,0,1
Mount Sinai Phillips School of Nursing,New York,NY,zip,"http://www.pbisn.edu",1,0,0,0
Mount St. Joseph University,Cincinnati,OH,zip,"http://www.msj.edu",1,1,1,0
Mount Vernon Nazarene University,Mount Vernon,OH,zip,"http://www.mvnu.edu",1,1,0,0
Murray State University,Murray,KY,zip,"http://www.murraystate.edu/nursing",1,0,1,0
Muskingum University,New Concord,OH,zip,"http://www.muskingum.edu/dept/nursing/",1,0,0,0
National University,San Diego,CA,zip,"http://www.nu.edu",1,1,0,1
Nazareth College,Rochester,NY,zip,"https://www2.naz.edu/school-health-and-human-services/",1,0,0,0
Nebraska Methodist College,Omaha,NE,zip,"http://www.methodistcollege.edu",1,1,1,0
Nebraska Methodist Hospital,Lincoln,NE,zip,"http://www.nebrwesleyan.edu",1,1,0,0
Nevada State College,Henderson,NV,zip,"http://www.nsc.nevada.edu/academics/programs/nursing",1,0,0,0
New Jersey City University,Jersey City,NJ,zip,"http://www.njcu.edu",1,1,0,0
New Mexico Highlands University,Las Vegas,NM,zip,"http://www.nmhu.edu",1,0,0,0
New Mexico State University,Las Cruces,NM,zip,"http://www.nmsu.edu/~nursing/",1,1,1,1
New York Institute of Technology,Old Westbury,NY,zip,"http://nyit.edu/nursing",1,0,0,0
New York University,New York,NY,zip,"http://www.nyu.edu/nursing",1,1,1,1
New York University Langone Medical Center,New York,NY,zip,"https://jobs.nyulangone.org/career-opportunities/nursing/",0,0,0,0
Newberry College,Newberry,SC,zip,"http://www.newberry.edu/academics/nursing.asp",1,0,0,0
Newman University,Wichita,KS,zip,"http://www.newmanu.edu",1,0,0,0
Niagara University,Lewiston,NY,zip,"http://www.niagara.edu/nursing",1,0,0,0
Nicholls State University,Thibodaux,LA,zip,"http://www.nicholls.edu",1,0,0,0
Nicholls State University,Thibodaux,LA,zip,"http://www.nicholls.edu",0,0,0,0
Nightingale College,Salt Lake City,UT,zip,"http://www.nightingale.edu",1,1,0,0
North Carolina Wesleyan University,Rocky Mount,NC,zip,"https://ncwc.edu/academics/majors-minors/rn-to-bsn/",1,0,0,0
North Dakota State University,Fargo,ND,zip,"https://www.ndsu.edu/nursing/",1,0,1,0
North Park University,Chicago,IL,zip,"http://www.northpark.edu",1,1,1,1
Northcentral University,San Diego,CA,zip,"https://www.ncu.edu/programs-degrees/masters/master-science-nursing",0,1,1,0
Northeastern University,Boston,MA,zip,"https://bouve.northeastern.edu/",1,1,1,1
Northern Arizona University,Flagstaff,AZ,zip,"https://nau.edu/nursing/",1,1,1,1
Northern Illinois University,DeKalb,IL,zip,"http://www.niu.edu",1,1,1,0
Northern Kentucky University,Highland Heights,KY,zip,"http://healthprofessions.nku.edu/",1,1,1,1
Northern Michigan University,Marquette,MI,zip,"http://www.nmu.edu/nursing",1,0,1,0
Northern New Mexico College,Espanola,NM,zip,"http://nnmc.edu",1,0,0,0
Northwest Florida State College,Niceville,FL,zip,"http://www.nwfsc.edu",1,0,0,0
Northwest Nazarene University,Nampa,ID,zip,"http://www.nnu.edu/nursing",1,1,0,0
Northwest University,Kirkland,WA,zip,"http://www.northwestu.edu",1,1,0,0
Northwestern College,Orange City,IA,zip,"https://www.nwciowa.edu/nursing",1,0,0,0
Northwestern Oklahoma State University,Alva,OK,zip,"https://www.nwosu.edu/school-of-professional-studies/nursing",0,0,1,0
Northwestern State University of Louisiana,Shreveport,LA,zip,"http://www.nsula.edu",1,1,1,1
Norwich University,Northfield,VT,zip,"http://www.norwich.edu",1,1,0,1
Notre Dame College,South Euclid,OH,zip,"http://www.notredamecollege.edu",1,1,0,0
Notre Dame of Maryland University,Baltimore,MD,zip,"https://ndm.edu/colleges-and-schools/school-nursing",1,1,0,0
Nova Southeastern University,Fort Lauderdale,FL,zip,"http://www.nova.edu/nursing",1,1,1,1
Nyack College,Nyack,NY,zip,"http://www.nyack.edu/nursing",1,0,0,0
NYU Langone Orthopedic Hospital,New York,NY,zip,"https://nyulangone.org/locations/nyu-langone-orthopedic-hospital",0,0,0,0
Oak Point University,Chicago,IL,zip,"http://www.resu.edu/",1,1,1,0
Oakland University,Rochester,MI,zip,"https://www.oakland.edu/nursing/",1,1,1,1
Ohio Northern University,Ada,OH,zip,"http://www.onu.edu",1,0,0,0
"Ohio State University, The",Columbus,OH,zip,"http://nursing.osu.edu/",1,1,1,1
Ohio University,Athens,OH,zip,"http://www.ohiou.edu",1,1,1,1
Oklahoma Baptist University,Shawnee,OK,zip,"http://www.okbu.edu",1,0,0,0
Oklahoma Christian University,Edmond,OK,zip,"http://www.oc.edu/academics/arts_sciences/nursing/default.aspx",1,0,0,0
Oklahoma City VA Health Care System,Oklahoma City,OK,zip,"https://www.va.gov/oklahoma-city-health-care/work-with-us/internships-and-fellowships/",0,0,0,0
Oklahoma State University,Stillwater,OK,zip,"..\Users\jharrod\AppData\Local\Microsoft\Windows\Temporary Internet Files\Content.Outlook\OVOBQTA0\ProgInfoFrm (1).docx#	1,946,980,0,,https://education.okstate.edu/b",1,0,0,0
Oklahoma Wesleyan University,Bartlesville,OK,zip,"http://nursing.okwu.edu",1,1,0,0
Old Dominion University,Virginia Beach,VA,zip,"http://www.hs.odu.edu/nursing/",1,1,1,0
Olivet College,Olivet,MI,zip,"https://www.olivetcollege.edu/professional-and-graduate/bachelor-science-nursing/",1,0,0,0
Olivet Nazarene University,Bourbonnais,IL,zip,"http://www.olivet.edu",1,1,0,1
Olympic College,Bremerton,WA,zip,"http://www.olympic.edu",1,0,0,0
Oral Roberts University,Tulsa,OK,zip,"http://www.oru.edu",1,1,1,0
Oregon Health & Science University,Portland,OR,zip,"http://www.ohsu.edu/son",1,1,1,0
Ottawa University,Overland Park,KS,zip,"http://www.ottawa.edu/nursing",1,1,0,0
Otterbein University,Westerville,OH,zip,"http://www.otterbein.edu/nursing/",1,1,1,1
Pace University,Pleasantville,NY,zip,"http://www.pace.edu/academics/undergraduate-students/nursing-bs",1,1,1,1
Pacific College,Costa Mesa,CA,zip,"http://www.pacific-college.edu/programs/rn-to-bsn",1,1,0,1
Pacific Lutheran University,Tacoma,WA,zip,"http://www.plu.edu",1,1,1,1
Palm Beach Atlantic University,West Palm Beach,FL,zip,"http://www.pba.edu",1,1,1,0
Park University,Parkville,MO,zip,"http://www.park.edu/academics/academics-programs/undergraduate-programs/nursing/index.html",1,0,0,0
Pasco-Hernando State College,New Port Richey,FL,zip,"http://phsc.edu/program/bachelor-science-nursing",1,0,0,0
Patty Hanks Shelton School of Nursing,Abilene,TX,zip,"http://www.phssn.edu",1,1,0,0
Penn Medicine,Philadelphia,PA,zip,"http://www.pennmedicine.org",0,0,0,0
Penn State Health Milton S. Hershey Medical Center,Lancaster,PA,zip,"http://www.pacollege.edu",1,1,0,1
"Pennsylvania State University, The",University Park,PA,zip,"http://www.psu.edu",1,1,1,1
Pennsylvania Western University,California,PA,zip,"https://www.pennwest.edu/",1,1,1,0
Pensacola Christian College,Pensacola,FL,zip,"http://www.pcci.edu/Academics/Divisions/ArtsAndSciences/Nursing/Default.html",1,1,0,0
Pensacola State College,Pensacola,FL,zip,"http://pensacolastate.edu/department_page.asp?DeptID=6745",1,0,0,0
Pfeiffer University,Misenheimer,NC,zip,"http://www.pfeiffer.edu/academics/programs/nursing-bs",1,0,0,0
Pikes Peak State College,Colorado Springs,CO,zip,"http://www.ppcc.edu/nursing",1,0,0,0
Pima Medical Institute,Tucson,AZ,zip,"http://www.pmi.edu",1,0,0,0
Pittsburg State University,Pittsburg,KS,zip,"http://www.pittstate.edu/nurs",1,1,1,0
Plattsburgh State University of New York,Plattsburgh,NY,zip,"http://web.plattsburgh.edu/academics/nursing/",1,0,0,0
Plymouth State University,Plymouth,NH,zip,"http://www.plymouth.edu/department/nursing/",1,0,0,0
Point Loma Nazarene University,San Diego,CA,zip,"http://www.ptloma.edu/nursing/",1,1,1,1
Ponce Health Sciences University,Ponce,PR,zip,"http://www.psm.edu",1,0,0,0
Post University,Waterbury,CT,zip,"http://www.post.edu/degrees-and-programs/online-programs/undergraduate-degrees/bachelor-of-science-in-nursing-(rn-to-bsn)",1,1,0,0
Prairie View A&M University,Houston,TX,zip,"http://www.pvamu.edu",1,1,1,1
Presentation College,Aberdeen,SD,zip,"http://www.presentation.edu/academics/academic-divisions/nursing-department/",1,1,0,0
Providence Veterans Affairs Medical Center,Providence,RI,zip,"http://www.providence.va.gov/",0,0,0,0
Provo College,Provo,UT,zip,"http://www.provocollege.edu/healthcare/nursing-bachelor-of-science/",1,0,0,0
Purdue University,West Lafayette,IN,zip,"http://www.nursing.purdue.edu",1,1,1,1
Purdue University Global,West Lafayette,IN,zip,"https://www.purdueglobal.edu/degree-programs/nursing",1,1,1,1
Queens University of Charlotte,Charlotte,NC,zip,"http://www.queens.edu",1,1,0,0
Quinnipiac University,Hamden,CT,zip,"http://www.quinnipiac.edu",1,1,1,0
Radford University,Radford,VA,zip,"http://www.radford.edu/content/wchs/home/nursing.html",1,1,1,1
Ralph H. Johnson Veterans Administration Medical Center,Charleston,SC,zip,"http://www.charleston.va.gov",0,0,0,0
Randolph-Macon College,Ashland,VA,zip,"https://www.rmc.edu/departments/nursing",1,0,0,0
Rasmussen University,Bloomington,MN,zip,"http://www.rasmussen.edu/degrees/nursing/rn-bsn/",1,1,0,0
Regent University,Virginia Beach,VA,zip,"http://regent.edu/acad/undergrad/academics/degree/nursing/home.cfm",1,1,0,0
Regis University,Denver,CO,zip,"http://www.regis.edu",1,1,1,1
Reinhardt University,Waleska,GA,zip,"http://www.reinhardt.edu",1,0,0,0
Research College of Nursing,Kansas City,MO,zip,"http://www.researchcollege.edu",1,1,0,0
Rhode Island College,Providence,RI,zip,"http://www.ric.edu/nursing/",1,1,1,0
Rider University,Lawrenceville,NJ,zip,"http://www.rider.edu",1,1,0,1
Riley Hospital for Children at Indiana University Health,Indianapolis,IN,zip,"http://www.rileychildrens.org",0,0,0,0
Robert Morris University,Moon Township,PA,zip,"http://www.rmu.edu",1,1,1,1
Roberts Wesleyan University,Rochester,NY,zip,"http://www.roberts.edu",1,1,0,0
Rochester University,Rochester Hills,MI,zip,"http://www.rc.edu/nursing",1,0,0,0
Rockhurst University,Provo,UT,zip,"http://www.rmuohp.edu",0,0,1,1
Roosevelt University,Chicago,IL,zip,"http://https/www.roosevelt.edu/academics/programs/bachelors-nursing",1,0,0,0
Roseman University of Health Sciences,Henderson,NV,zip,"http://nursing.roseman.edu/",1,1,0,0
Rowan University,Sewell,NJ,zip,"http://www.rowan.edu/colleges/cpce/programs/bs_rn.php",1,1,0,0
Rush University,Chicago,IL,zip,"http://www.rush.edu/rushu/nursing.html",0,1,1,1
Russell Sage College,Troy,NY,zip,"http://www.sage.edu/rsc/academics/programs/nursing/",1,1,0,1
"Rutgers, The State University of New Jersey-Camden",Camden,NJ,zip,"http://nursing.camden.rutgers.edu",1,1,1,0
"Rutgers, The State University of New Jersey-Newark",Newark,NJ,zip,"http://www.nursing.rutgers.edu",1,1,1,1
Sacred Heart University,Fairfield,CT,zip,"http://www.sacredheart.edu",1,1,1,0
Saginaw Valley State University,University Center,MI,zip,"http://www.svsu.edu",1,1,1,1
Saint Anselm College,Manchester,NH,zip,"http://www.anselm.edu",1,0,0,0
Saint Anthony College of Nursing,Rockford,IL,zip,"http://www.sacn.edu",1,1,1,1
Saint Francis Medical Center College of Nursing,Peoria,IL,zip,"http://www.sfmccon.edu",1,1,1,1
Saint Francis University,Loretto,PA,zip,"http://www.francis.edu",1,1,0,0
Saint Joseph's College of Maine,Standish,ME,zip,"http://www.sjcme.edu/gps/nursing.htm",1,1,0,1
Saint Louis University,Saint Louis,MO,zip,"http://www.slu.edu/colleges/NR/",1,1,1,1
Saint Martin's University,Lacey,WA,zip,"http://www.stmartin.edu/nursing",1,0,0,0
Saint Mary-of-the-Woods College,Saint Mary of the Woods,IN,zip,"http://www.smwc.edu/academic/nursing/rn-bsn/",1,1,0,1
Saint Mary's College-Indiana,Notre Dame,IN,zip,"http://www.saintmarys.edu",1,0,1,0
Saint Mary's University of Minnesota,Minneapolis,MN,zip,"http://www.smumn.edu/nursing",1,0,0,0
Saint Peter's University,Jersey City,NJ,zip,"http://www.saintpeters.edu/school-of-nursing",1,1,1,1
Saint Xavier University,Chicago,IL,zip,"http://www.sxu.edu",1,1,0,0
Salem State University,Salem,MA,zip,"http://www.salemstate.edu",1,1,0,0
Salisbury University,Salisbury,MD,zip,"http://www.salisbury.edu",1,1,1,1
Salve Regina University,Newport,RI,zip,"http://www.salve.edu/academics/departments/nur/",1,1,1,0
Sam Houston State University,The Woodlands,TX,zip,"http://www.shsu.edu/~nursing/",1,0,0,0
Samford University,Birmingham,AL,zip,"http://www.samford.edu/nursing/",1,1,1,1
Samuel Merritt University,Oakland,CA,zip,"http://www.samuelmerritt.edu/",1,1,1,1
San Diego State University,San Diego,CA,zip,"http://nursing.sdsu.edu",1,1,0,0
San Francisco State University,San Francisco,CA,zip,"http://www.nursing.sfsu.edu",1,1,0,0
San Jose State University,San Jose,CA,zip,"http://www.sjsu.edu/nursing",1,1,1,0
San Juan Bautista School of Medicine,Caguas,PR,zip,"http://sanjuanbautista.edu/education/programs/bsn-program.html",1,0,0,0
Santa Fe College,Gainesville,FL,zip,"http://www.sfcollege.edu/healthsciences/nursing/",1,0,0,0
Schreiner University,Kerrville,TX,zip,"http://www.schreiner.edu/academics/bs_nursing/index.html",1,0,0,0
Seattle Pacific University,Seattle,WA,zip,"http://www.spu.edu/healthsciences/msn.html",1,0,1,0
Seattle University,Seattle,WA,zip,"http://www.seattleu.edu/nurs",1,0,1,1
Sentara College of Health Sciences,Chesapeake,VA,zip,"http://sentara.edu",1,1,0,0
Seton Hall University,Nutley,NJ,zip,"http://nursing.shu.edu/",1,1,1,1
Seton Hill University,Greensburg,PA,zip,"https://www.setonhill.edu/",1,0,0,0
Shenandoah University,Winchester,VA,zip,"http://www.su.edu/nursing/",1,1,1,1
Shepherd University,Shepherdstown,WV,zip,"https://www.shepherd.edu/nursing",1,0,1,1
Shorter University,Rome,GA,zip,"http://www.shorter.edu",1,0,0,0
Siena College,Loudonville,NY,zip,"http://www.siena.edu/nursing",1,0,0,0
Siena Heights University,Adrian,MI,zip,"http://www.sienaheights.edu/",1,1,0,0
Simmons University,Boston,MA,zip,"http://www.simmons.edu",1,1,1,0
Simpson University,Redding,CA,zip,"http://simpsonu.edu/nursing",1,0,0,0
Slippery Rock University,Slippery Rock,PA,zip,"http://www.sru.edu/pages/1791.asp",1,0,0,0
Sonoma State University,Rohnert Park,CA,zip,"http://www.sonoma.edu/nursing/",1,1,0,1
South College,Knoxville,TN,zip,"http://www.southcollegetn.edu/nursing/nursing.htm",1,1,1,1
South Dakota State University,Brookings,SD,zip,"http://www.sdstate.edu",1,1,1,1
South University,Savannah,GA,zip,"http://www.southuniversity.edu",1,1,1,0
